,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,seller_id,seller_zip_code_prefix,seller_city,seller_state,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,payment_sequential,payment_type,payment_installments,payment_value,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0,7bc2406110b926393aa56f80a40eba40,73fc7af87114b39712e6da79b0a377eb,4,,,2018-01-18 00:00:00,2018-01-18 21:46:59,73fc7af87114b39712e6da79b0a377eb,41dcb106f807e993532d446263290104,delivered,2018-01-11 15:30:49,2018-01-11 15:47:59,2018-01-12 21:57:22,2018-01-17 18:42:41,2018-02-02 00:00:00,73fc7af87114b39712e6da79b0a377eb,1,fd25ab760bfbba13c198fa3b4f1a0cd3,6d803cb79cc31c41c4c789a75933b3c7,2018-01-18 15:47:59,185.0,13.63,6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP,41dcb106f807e993532d446263290104,68a5590b9926689be4e10f4ae2db21a8,6030,osasco,SP,73fc7af87114b39712e6da79b0a377eb,1,credit_card,8,397.26,fd25ab760bfbba13c198fa3b4f1a0cd3,esporte_lazer,42.0,858.0,1.0,1300.0,30.0,30.0,35.0
1,7bc2406110b926393aa56f80a40eba40,73fc7af87114b39712e6da79b0a377eb,4,,,2018-01-18 00:00:00,2018-01-18 21:46:59,73fc7af87114b39712e6da79b0a377eb,41dcb106f807e993532d446263290104,delivered,2018-01-11 15:30:49,2018-01-11 15:47:59,2018-01-12 21:57:22,2018-01-17 18:42:41,2018-02-02 00:00:00,73fc7af87114b39712e6da79b0a377eb,2,fd25ab760bfbba13c198fa3b4f1a0cd3,6d803cb79cc31c41c4c789a75933b3c7,2018-01-18 15:47:59,185.0,13.63,6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP,41dcb106f807e993532d446263290104,68a5590b9926689be4e10f4ae2db21a8,6030,osasco,SP,73fc7af87114b39712e6da79b0a377eb,1,credit_card,8,397.26,fd25ab760bfbba13c198fa3b4f1a0cd3,esporte_lazer,42.0,858.0,1.0,1300.0,30.0,30.0,35.0
2,80e641a11e56f04c1ad469d5645fdfde,a548910a1c6147796b98fdf73dbeba33,5,,,2018-03-10 00:00:00,2018-03-11 03:05:13,a548910a1c6147796b98fdf73dbeba33,8a2e7ef9053dea531e4dc76bd6d853e6,delivered,2018-02-28 12:25:19,2018-02-28 12:48:39,2018-03-02 19:08:15,2018-03-09 23:17:20,2018-03-14 00:00:00,a548910a1c6147796b98fdf73dbeba33,1,be0dbdc3d67d55727a65d4cd696ca73c,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-06 12:48:39,79.79,8.3,8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP,8a2e7ef9053dea531e4dc76bd6d853e6,64190b91b656ab8f37eb89b93dc84584,13380,nova odessa,SP,a548910a1c6147796b98fdf73dbeba33,1,credit_card,1,88.09,be0dbdc3d67d55727a65d4cd696ca73c,informatica_acessorios,47.0,493.0,1.0,245.0,19.0,14.0,14.0
3,228ce5500dc1d8e020d8d1322874b6f0,f9e4b658b201a9f2ecdecbb34bed034b,5,,,2018-02-17 00:00:00,2018-02-18 14:36:24,f9e4b658b201a9f2ecdecbb34bed034b,e226dfed6544df5b7b87a48208690feb,delivered,2018-02-03 09:56:22,2018-02-03 10:33:41,2018-02-06 16:18:28,2018-02-16 17:28:48,2018-03-09 00:00:00,f9e4b658b201a9f2ecdecbb34bed034b,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-02-08 10:31:15,149.0,45.12,a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG,e226dfed6544df5b7b87a48208690feb,1d47144362c14e94ccdd213e8ec277d5,44571,santo antonio de jesus,BA,f9e4b658b201a9f2ecdecbb34bed034b,1,credit_card,1,194.12,d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0
4,e64fb393e7b32834bb789ff8bb30750e,658677c97b385a9be170737859d3511b,5,,Recebi bem antes do prazo estipulado.,2017-04-21 00:00:00,2017-04-21 22:02:06,658677c97b385a9be170737859d3511b,de6dff97e5f1ba84a3cd9a3bc97df5f6,delivered,2017-04-09 17:41:13,2017-04-09 17:55:19,2017-04-10 14:24:47,2017-04-20 09:08:35,2017-05-10 00:00:00,658677c97b385a9be170737859d3511b,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2017-04-13 17:55:19,179.99,42.85,a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG,de6dff97e5f1ba84a3cd9a3bc97df5f6,c8cf6cb6b838dc7a33ed199b825e8616,88735,gravatal,SC,658677c97b385a9be170737859d3511b,1,credit_card,1,222.84,52c80cedd4e90108bf4fa6a206ef6b03,ferramentas_jardim,33.0,2188.0,2.0,7650.0,20.0,20.0,20.0
5,f7c4243c7fe1938f181bec41a392bdeb,8e6bfb81e283fa7e4f11123a3fb894f1,5,,Parabéns lojas lannister adorei comprar pela Internet seguro e prático Parabéns a todos feliz Páscoa,2018-03-01 00:00:00,2018-03-02 10:26:53,8e6bfb81e283fa7e4f11123a3fb894f1,5986b333ca0d44534a156a52a8e33a83,delivered,2018-02-10 10:59:03,2018-02-10 15:48:21,2018-02-15 19:36:14,2018-02-28 16:33:35,2018-03-09 00:00:00,8e6bfb81e283fa7e4f11123a3fb894f1,1,3880d25d502b15b1de6fddc42ad1d67a,989becdce12ebc39863c2bceab6f3ca1,2018-02-15 15:48:21,1199.0,134.25,989becdce12ebc39863c2bceab6f3ca1,81730,curitiba,PR,5986b333ca0d44534a156a52a8e33a83,d16000272660a1fef81482ad75ba572a,89520,curitibanos,SC,8e6bfb81e283fa7e4f11123a3fb894f1,1,credit_card,10,1333.25,3880d25d502b15b1de6fddc42ad1d67a,esporte_lazer,48.0,562.0,5.0,9850.0,105.0,35.0,50.0
6,15197aa66ff4d0650b5434f1b46cda19,b18dcdf73be66366873cd26c5724d1dc,1,,,2018-04-13 00:00:00,2018-04-16 00:39:37,b18dcdf73be66366873cd26c5724d1dc,eecafc3ff695f031bfe354a9fff9d437,delivered,2018-04-06 22:18:54,2018-04-09 20:10:35,2018-04-11 16:48:35,2018-04-12 17:17:53,2018-05-03 00:00:00,b18dcdf73be66366873cd26c5724d1dc,1,c45d02cc82cd779835094de9b29272cb,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-13 20:10:35,99.9,13.2,da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP,eecafc3ff695f031bfe354a9fff9d437,bda84be75dfc9588ae63cfe827080b9b,1536,sao paulo,SP,b18dcdf73be66366873cd26c5724d1dc,1,credit_card,1,462.7,c45d02cc82cd779835094de9b29272cb,cama_mesa_banho,57.0,246.0,2.0,950.0,46.0,6.0,36.0
7,15197aa66ff4d0650b5434f1b46cda19,b18dcdf73be66366873cd26c5724d1dc,1,,,2018-04-13 00:00:00,2018-04-16 00:39:37,b18dcdf73be66366873cd26c5724d1dc,eecafc3ff695f031bfe354a9fff9d437,delivered,2018-04-06 22:18:54,2018-04-09 20:10:35,2018-04-11 16:48:35,2018-04-12 17:17:53,2018-05-03 00:00:00,b18dcdf73be66366873cd26c5724d1dc,2,c45d02cc82cd779835094de9b29272cb,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-13 20:10:35,99.9,13.2,da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP,eecafc3ff695f031bfe354a9fff9d437,bda84be75dfc9588ae63cfe827080b9b,1536,sao paulo,SP,b18dcdf73be66366873cd26c5724d1dc,1,credit_card,1,462.7,c45d02cc82cd779835094de9b29272cb,cama_mesa_banho,57.0,246.0,2.0,950.0,46.0,6.0,36.0
8,15197aa66ff4d0650b5434f1b46cda19,b18dcdf73be66366873cd26c5724d1dc,1,,,2018-04-13 00:00:00,2018-04-16 00:39:37,b18dcdf73be66366873cd26c5724d1dc,eecafc3ff695f031bfe354a9fff9d437,delivered,2018-04-06 22:18:54,2018-04-09 20:10:35,2018-04-11 16:48:35,2018-04-12 17:17:53,2018-05-03 00:00:00,b18dcdf73be66366873cd26c5724d1dc,3,4e3550b4ebca5e32ccc3d32b3470e31f,41ab63a91b8b264e8c8780368bf1dd5b,2018-04-23 20:10:35,119.0,4.4,41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,eecafc3ff695f031bfe354a9fff9d437,bda84be75dfc9588ae63cfe827080b9b,1536,sao paulo,SP,b18dcdf73be66366873cd26c5724d1dc,1,credit_card,1,462.7,4e3550b4ebca5e32ccc3d32b3470e31f,cama_mesa_banho,30.0,568.0,1.0,900.0,17.0,22.0,17.0
9,15197aa66ff4d0650b5434f1b46cda19,b18dcdf73be66366873cd26c5724d1dc,1,,,2018-04-13 00:00:00,2018-04-16 00:39:37,b18dcdf73be66366873cd26c5724d1dc,eecafc3ff695f031bfe354a9fff9d437,delivered,2018-04-06 22:18:54,2018-04-09 20:10:35,2018-04-11 16:48:35,2018-04-12 17:17:53,2018-05-03 00:00:00,b18dcdf73be66366873cd26c5724d1dc,4,c45d02cc82cd779835094de9b29272cb,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-13 20:10:35,99.9,13.2,da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP,eecafc3ff695f031bfe354a9fff9d437,bda84be75dfc9588ae63cfe827080b9b,1536,sao paulo,SP,b18dcdf73be66366873cd26c5724d1dc,1,credit_card,1,462.7,c45d02cc82cd779835094de9b29272cb,cama_mesa_banho,57.0,246.0,2.0,950.0,46.0,6.0,36.0
