,order_id,customer_state,customer_city,order_status,product_category_name,price,seller_city,seller_state,order_approved_at,payment_type,review_score
0,b18dcdf73be66366873cd26c5724d1dc,SP,sao paulo,delivered,cama_mesa_banho,119.0,belo horizonte,MG,2018-04-09 20:10:35,credit_card,1
1,b18dcdf73be66366873cd26c5724d1dc,SP,sao paulo,delivered,cama_mesa_banho,99.9,piracicaba,SP,2018-04-09 20:10:35,credit_card,1
2,b18dcdf73be66366873cd26c5724d1dc,SP,sao paulo,delivered,cama_mesa_banho,99.9,piracicaba,SP,2018-04-09 20:10:35,credit_card,1
3,b18dcdf73be66366873cd26c5724d1dc,SP,sao paulo,delivered,cama_mesa_banho,99.9,piracicaba,SP,2018-04-09 20:10:35,credit_card,1
4,583174fbe37d3d5f0d6661be3aad1786,SP,guarulhos,canceled,malas_acessorios,89.9,sao paulo,SP,2018-08-05 19:24:33,credit_card,1
5,0ce9a24111d850192a933fcaab6fbad3,RJ,rio de janeiro,delivered,cama_mesa_banho,159.9,foz do iguacu,PR,2017-11-24 01:49:34,credit_card,1
6,68e55ca79d04a79f20d4bfc0146f4b66,RS,esteio,delivered,relogios_presentes,137.0,rio de janeiro,RJ,2018-03-16 13:09:21,credit_card,1
7,3c314f50bc654f3c4e317b055681dff9,PI,corrente,delivered,cama_mesa_banho,59.0,sao paulo,SP,2017-03-16 14:36:05,credit_card,1
8,3c314f50bc654f3c4e317b055681dff9,PI,corrente,delivered,cama_mesa_banho,59.0,sao paulo,SP,2017-03-16 14:36:05,credit_card,1
9,3c314f50bc654f3c4e317b055681dff9,PI,corrente,delivered,cama_mesa_banho,85.0,sao paulo,SP,2017-03-16 14:36:05,credit_card,1
10,88096595631e8d26b658306256e3ce34,RJ,rio de janeiro,delivered,bebes,278.0,brasilia,DF,2018-01-05 16:48:00,credit_card,1
11,548df2c6e5f089574614894bca78acf5,SC,jaragua do sul,delivered,eletronicos,21.9,sao paulo,SP,2018-01-10 16:49:36,credit_card,1
12,548df2c6e5f089574614894bca78acf5,SC,jaragua do sul,delivered,eletronicos,28.9,maringa,PR,2018-01-10 16:49:36,credit_card,1
13,97d2f8fe76f2f253b8291e17b5383884,MT,cuiaba,shipped,automotivo,279.99,itaquaquecetuba,SP,2016-10-06 15:51:26,credit_card,1
14,9ac05114800f02bfaa783bd76842dbe2,RS,porto alegre,delivered,moveis_decoracao,169.0,pedreira,SP,2018-06-21 15:39:14,credit_card,1
15,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,SP,sao paulo,canceled,utilidades_domesticas,99.8,amparo,SP,2018-02-14 18:20:40,credit_card,1
16,a1341cb83bbf1b47392f4a3685d56bad,SP,sao paulo,delivered,beleza_saude,39.49,praia grande,SP,2018-02-18 14:27:21,credit_card,1
17,a1341cb83bbf1b47392f4a3685d56bad,SP,sao paulo,delivered,beleza_saude,39.49,praia grande,SP,2018-02-18 14:27:21,credit_card,1
18,705402bc1d956067338873d414158d09,RJ,niteroi,delivered,cama_mesa_banho,149.9,ibitinga,SP,2018-04-01 00:31:21,debit_card,1
19,45c780334bc32cb77559a65c5f171160,MG,para de minas,delivered,bebes,35.9,sao paulo,SP,2017-12-22 02:39:37,boleto,1
20,45c780334bc32cb77559a65c5f171160,MG,para de minas,delivered,cool_stuff,25.0,jaragua do sul,SC,2017-12-22 02:39:37,boleto,1
21,45c780334bc32cb77559a65c5f171160,MG,para de minas,delivered,cool_stuff,25.0,jaragua do sul,SC,2017-12-22 02:39:37,boleto,1
22,af76a45a10524549102e010f2bd9d3cd,PR,maringa,delivered,papelaria,27.99,sao paulo,SP,2017-10-25 02:28:34,boleto,1
23,af76a45a10524549102e010f2bd9d3cd,PR,maringa,delivered,papelaria,27.99,sao paulo,SP,2017-10-25 02:28:34,boleto,1
24,af76a45a10524549102e010f2bd9d3cd,PR,maringa,delivered,papelaria,27.99,sao paulo,SP,2017-10-25 02:28:34,boleto,1
25,93e87829bab4127b8692f52a73df4284,SE,aracaju,delivered,beleza_saude,105.0,brasilia,DF,2017-10-24 19:35:24,credit_card,1
26,546ffb713086001ce9f0009158f88b73,SP,sao paulo,delivered,esporte_lazer,149.9,sao paulo,SP,2017-09-14 02:45:13,boleto,1
27,d5ba80d74b52c335ae36398d6159e6ee,RJ,rio de janeiro,delivered,fashion_bolsas_e_acessorios,190.0,sao jose do rio preto,SP,2017-08-16 23:55:09,credit_card,1
28,d5ba80d74b52c335ae36398d6159e6ee,RJ,rio de janeiro,delivered,fashion_bolsas_e_acessorios,150.0,sao jose do rio preto,SP,2017-08-16 23:55:09,credit_card,1
29,e18ebd6286697a3f0f6fe267d8286cb2,SP,maua,delivered,artes,139.99,salto,SP,2018-01-08 12:17:25,credit_card,1
30,e18ebd6286697a3f0f6fe267d8286cb2,SP,maua,delivered,moveis_decoracao,99.9,curitiba,PR,2018-01-08 12:17:25,credit_card,1
31,560f7585b57fcc9579460fa21c0d8ec1,GO,minacu,delivered,relogios_presentes,224.0,guariba,SP,2018-03-13 22:47:53,debit_card,1
32,617b248faca8fe758da0640030f82f00,MG,itamarandiba,delivered,telefonia,29.99,campinas,SP,2018-06-15 12:45:55,credit_card,1
33,d9ff0185a300435402f043124f530274,RJ,cachoeiras de macacu,delivered,eletrodomesticos,52.0,praia grande,SP,2018-05-04 16:54:16,boleto,1
34,bb5b0d8f3e9c964760c674f2aa2ae0cf,MT,varzea grande,delivered,audio,175.0,guariba,SP,2018-02-26 11:31:11,credit_card,1
35,2e5dc86c8c4aa663549caf5e31de840d,MG,conselheiro lafaiete,processing,relogios_presentes,124.96,barueri,SP,2017-04-04 10:56:48,boleto,1
36,2e5dc86c8c4aa663549caf5e31de840d,MG,conselheiro lafaiete,processing,relogios_presentes,124.96,barueri,SP,2017-04-04 10:56:48,boleto,1
37,2f6bbf69e7e15f419cef8a59761df265,MT,querencia,delivered,beleza_saude,20.0,sao paulo,SP,2017-04-14 02:45:40,boleto,1
38,f3468d6a2c7586711e9952242898aad4,RS,candido godoi,delivered,utilidades_domesticas,150.0,sao paulo,SP,2018-05-15 20:56:02,credit_card,1
39,f3468d6a2c7586711e9952242898aad4,RS,candido godoi,delivered,utilidades_domesticas,150.0,sao paulo,SP,2018-05-15 20:56:02,credit_card,1
40,f3468d6a2c7586711e9952242898aad4,RS,candido godoi,delivered,utilidades_domesticas,150.0,sao paulo,SP,2018-05-15 20:56:02,credit_card,1
41,f3468d6a2c7586711e9952242898aad4,RS,candido godoi,delivered,utilidades_domesticas,150.0,sao paulo,SP,2018-05-15 20:56:02,credit_card,1
42,f3468d6a2c7586711e9952242898aad4,RS,candido godoi,delivered,utilidades_domesticas,150.0,sao paulo,SP,2018-05-15 20:56:02,credit_card,1
43,f3468d6a2c7586711e9952242898aad4,RS,candido godoi,delivered,utilidades_domesticas,150.0,sao paulo,SP,2018-05-15 20:56:02,credit_card,1
44,82348f1b5f24ac795fa9320e02c49553,SP,itapevi,delivered,esporte_lazer,12.0,sao paulo,SP,2018-06-26 04:35:21,boleto,1
45,82348f1b5f24ac795fa9320e02c49553,SP,itapevi,delivered,esporte_lazer,12.0,sao paulo,SP,2018-06-26 04:35:21,boleto,1
46,73863aca434e1d117e45109bea6f1937,RS,porto alegre,canceled,instrumentos_musicais,1669.87,jaragua do sul,SC,2018-07-29 00:15:14,credit_card,1
47,512ba2efae3409f37660ce26199b32aa,RJ,rio de janeiro,delivered,papelaria,179.0,campo limpo paulista,SP,2017-11-28 10:40:39,credit_card,1
48,807bd7d79398132db47a02f8d49c60f8,BA,camacari,delivered,automotivo,69.0,guarulhos,SP,2018-01-25 16:59:42,credit_card,1
49,e6b23db78d4473c921fb9315e04b5c0f,MG,jesuania,delivered,,12.5,sao paulo,SP,2017-04-20 21:01:54,credit_card,1
50,e6b23db78d4473c921fb9315e04b5c0f,MG,jesuania,delivered,livros_importados,19.99,indaiatuba,SP,2017-04-20 21:01:54,credit_card,1
51,ef1b29b591d31d57c0d7337460dd83c9,MG,ipatinga,delivered,moveis_decoracao,74.9,ibitinga,SP,2016-10-04 10:28:19,credit_card,1
52,55b5a2fb966c36bed46f082ad6062914,SP,americo brasiliense,delivered,perfumaria,4.99,ribeirao preto,SP,2018-03-05 18:31:25,voucher,1
53,62a575a2a9f2c005b7ec7ff7dd76d5ee,BA,ipiau,delivered,ferramentas_jardim,99.99,sao pedro,SP,2018-07-24 19:50:14,credit_card,1
54,4806c15e687faabdb46ca2643cfcfa6e,RJ,rio de janeiro,delivered,instrumentos_musicais,150.4,sao paulo,SP,2018-02-18 18:55:34,credit_card,1
55,4806c15e687faabdb46ca2643cfcfa6e,RJ,rio de janeiro,delivered,instrumentos_musicais,150.4,sao paulo,SP,2018-02-18 18:55:34,credit_card,1
56,4806c15e687faabdb46ca2643cfcfa6e,RJ,rio de janeiro,delivered,instrumentos_musicais,150.4,sao paulo,SP,2018-02-18 18:55:34,credit_card,1
57,993da8482e658ec7f1d0c6d955604936,SP,sao paulo,delivered,eletroportateis,220.0,ribeirao preto,SP,2018-08-17 03:35:16,debit_card,1
58,80a2b0dcabefef6a83477204433b2482,SP,ubatuba,delivered,utilidades_domesticas,439.9,sao jose do rio preto,SP,2018-03-04 14:48:48,credit_card,1
59,108e1d5b7a25ff07b49e500b1c7ae4b0,CE,quixada,delivered,informatica_acessorios,31.9,belo horizonte,MG,2017-06-07 11:10:13,credit_card,1
60,a0f2f8b0523207a13f02225bc812ed23,RJ,rio de janeiro,canceled,brinquedos,66.3,sorocaba,SP,2018-07-31 11:30:32,credit_card,1
61,4d5e865e4b64c8b33f8a81fd14731344,PR,curitiba,delivered,beleza_saude,52.99,curitiba,PR,2018-04-24 19:20:25,credit_card,1
62,39841bda2ced6b58fb455964b6ad0f05,SP,guarulhos,shipped,beleza_saude,19.99,santo andre,SP,2017-06-20 11:25:24,boleto,1
63,ac706ac9421036e88d5b2c96b058aba6,MG,uba,delivered,fashion_bolsas_e_acessorios,49.0,sao paulo,SP,2017-06-23 02:15:53,boleto,1
64,92cd4be4e992be4ab03304531ce6c5f9,SP,guaruja,delivered,utilidades_domesticas,177.0,bauru,SP,2018-01-23 03:52:31,boleto,1
65,7920529b8621a433718e66c72a763bdc,MG,divinopolis,delivered,beleza_saude,58.99,santo andre,SP,2017-11-20 22:47:25,credit_card,1
66,04eef545c54d444825c506ba170a26bd,RJ,duque de caxias,delivered,bebes,59.99,piracicaba,SP,2017-04-24 19:45:16,credit_card,1
67,ab25d035abca0cb6c74fff900e926246,SP,piracicaba,canceled,consoles_games,259.91,taboao da serra,SP,2018-04-13 19:09:55,credit_card,1
68,51eaae3287e04efba45a51f52098fc88,SP,mogi das cruzes,delivered,informatica_acessorios,79.9,campinas,SP,2018-04-19 20:35:21,credit_card,1
69,a5a83c95ed669b7ba0ddce1d761c191f,PR,marechal candido rondon,delivered,relogios_presentes,113.0,curitiba,PR,2018-02-22 18:10:31,credit_card,1
